location,date,gdpPercap
Cote d'Ivoire,1977,2517.736547
Cote d'Ivoire,1982,2602.710169
Cote d'Ivoire,1987,2156.956069
Cote d'Ivoire,1992,1648.073791
Cote d'Ivoire,1997,1786.265407
Cote d'Ivoire,2002,1648.800823
Cote d'Ivoire,2007,1544.750112
Croatia,1952,3119.23652
Croatia,1957,4338.231617
Croatia,1962,5477.890018
Croatia,1967,6960.297861
Croatia,1972,9164.090127
Croatia,1977,11305.38517
Croatia,1982,13221.82184
Croatia,1987,13822.58394
Croatia,1992,8447.794873
Croatia,1997,9875.604515
Croatia,2002,11628.38895
Croatia,2007,14619.22272
Cuba,1952,5586.53878
Cuba,1957,6092.174359
Cuba,1962,5180.75591
Cuba,1967,5690.268015
Cuba,1972,5305.445256
Cuba,1977,6380.494966
Cuba,1982,7316.918107
Cuba,1987,7532.924763
Cuba,1992,5592.843963
Cuba,1997,5431.990415
Cuba,2002,6340.646683
Cuba,2007,8948.102923
Czech Republic,1952,6876.14025
Czech Republic,1957,8256.343918
Czech Republic,1962,10136.86713
Czech Republic,1967,11399.44489
Czech Republic,1972,13108.4536
Czech Republic,1977,14800.16062
Czech Republic,1982,15377.22855
Czech Republic,1987,16310.4434
Czech Republic,1992,14297.02122
Czech Republic,1997,16048.51424
Czech Republic,2002,17596.21022
Czech Republic,2007,22833.30851
Denmark,1952,9692.385245
Denmark,1957,11099.65935
Denmark,1962,13583.31351
Denmark,1967,15937.21123
Denmark,1972,18866.20721
Denmark,1977,20422.9015
Denmark,1982,21688.04048
Denmark,1987,25116.17581
Denmark,1992,26406.73985
Denmark,1997,29804.34567
Denmark,2002,32166.50006
Denmark,2007,35278.41874
Djibouti,1952,2669.529475
Djibouti,1957,2864.969076
Djibouti,1962,3020.989263
Djibouti,1967,3020.050513
Djibouti,1972,3694.212352
Djibouti,1977,3081.761022
Djibouti,1982,2879.468067
Djibouti,1987,2880.102568
Djibouti,1992,2377.156192
Djibouti,1997,1895.016984
Djibouti,2002,1908.260867
Djibouti,2007,2082.481567
Dominican Republic,1952,1397.717137
Dominican Republic,1957,1544.402995
Dominican Republic,1962,1662.137359
Dominican Republic,1967,1653.723003
Dominican Republic,1972,2189.874499
Dominican Republic,1977,2681.9889
Dominican Republic,1982,2861.092386
Dominican Republic,1987,2899.842175
Dominican Republic,1992,3044.214214
Dominican Republic,1997,3614.101285
Dominican Republic,2002,4563.808154
Dominican Republic,2007,6025.374752
Ecuador,1952,3522.110717
Ecuador,1957,3780.546651
Ecuador,1962,4086.114078
Ecuador,1967,4579.074215
Ecuador,1972,5280.99471
Ecuador,1977,6679.62326
Ecuador,1982,7213.791267
Ecuador,1987,6481.776993
Ecuador,1992,7103.702595
Ecuador,1997,7429.455877
Ecuador,2002,5773.044512
Ecuador,2007,6873.262326
Egypt,1952,1418.822445
Egypt,1957,1458.915272
Egypt,1962,1693.335853
Egypt,1967,1814.880728
Egypt,1972,2024.008147
Egypt,1977,2785.493582
Egypt,1982,3503.729636
Egypt,1987,3885.46071
Egypt,1992,3794.755195
Egypt,1997,4173.181797
Egypt,2002,4754.604414
Egypt,2007,5581.180998
El Salvador,1952,3048.3029
El Salvador,1957,3421.523218
El Salvador,1962,3776.803627
El Salvador,1967,4358.595393
El Salvador,1972,4520.246008
El Salvador,1977,5138.922374
El Salvador,1982,4098.344175
El Salvador,1987,4140.442097
El Salvador,1992,4444.2317
El Salvador,1997,5154.825496
El Salvador,2002,5351.568666
El Salvador,2007,5728.353514
Equatorial Guinea,1952,375.6431231
Equatorial Guinea,1957,426.0964081
Equatorial Guinea,1962,582.8419714
Equatorial Guinea,1967,915.5960025
Equatorial Guinea,1972,672.4122571
Equatorial Guinea,1977,958.5668124
Equatorial Guinea,1982,927.8253427
Equatorial Guinea,1987,966.8968149
Equatorial Guinea,1992,1132.055034
Equatorial Guinea,1997,2814.480755
Equatorial Guinea,2002,7703.4959
Equatorial Guinea,2007,12154.08975
Eritrea,1952,328.9405571
Eritrea,1957,344.1618859
Eritrea,1962,380.9958433
Eritrea,1967,468.7949699
Eritrea,1972,514.3242082
Eritrea,1977,505.7538077
Eritrea,1982,524.8758493
Eritrea,1987,521.1341333
Eritrea,1992,582.8585102
Eritrea,1997,913.47079
Eritrea,2002,765.3500015
Eritrea,2007,641.3695236
Ethiopia,1952,362.1462796
Ethiopia,1957,378.9041632
Ethiopia,1962,419.4564161
Ethiopia,1967,516.1186438
Ethiopia,1972,566.2439442
Ethiopia,1977,556.8083834
Ethiopia,1982,577.8607471
Ethiopia,1987,573.7413142
Ethiopia,1992,421.3534653
Ethiopia,1997,515.8894013
Ethiopia,2002,530.0535319
Ethiopia,2007,690.8055759
Finland,1952,6424.519071
Finland,1957,7545.415386
Finland,1962,9371.842561
Finland,1967,10921.63626
Finland,1972,14358.8759
Finland,1977,15605.42283
Finland,1982,18533.15761
Finland,1987,21141.01223
Finland,1992,20647.16499
Finland,1997,23723.9502
Finland,2002,28204.59057
Finland,2007,33207.0844
France,1952,7029.809327
France,1957,8662.834898
France,1962,10560.48553
France,1967,12999.91766
France,1972,16107.19171
France,1977,18292.63514
France,1982,20293.89746
France,1987,22066.44214
France,1992,24703.79615
France,1997,25889.78487
France,2002,28926.03234
France,2007,30470.0167
Gabon,1952,4293.476475
Gabon,1957,4976.198099
Gabon,1962,6631.459222
Gabon,1967,8358.761987
Gabon,1972,11401.94841
Gabon,1977,21745.57328
Gabon,1982,15113.36194
Gabon,1987,11864.40844
Gabon,1992,13522.15752
Gabon,1997,14722.84188
Gabon,2002,12521.71392
Gabon,2007,13206.48452
Gambia,1952,485.2306591
Gambia,1957,520.9267111
Gambia,1962,599.650276
Gambia,1967,734.7829124
Gambia,1972,756.0868363
Gambia,1977,884.7552507
Gambia,1982,835.8096108
Gambia,1987,611.6588611
Gambia,1992,665.6244126
Gambia,1997,653.7301704
Gambia,2002,660.5855997
Gambia,2007,752.7497265
Germany,1952,7144.114393
Germany,1957,10187.82665
Germany,1962,12902.46291
Germany,1967,14745.62561
Germany,1972,18016.18027
Germany,1977,20512.92123
Germany,1982,22031.53274
Germany,1987,24639.18566
Germany,1992,26505.30317
Germany,1997,27788.88416
Germany,2002,30035.80198
Germany,2007,32170.37442
Ghana,1952,911.2989371
Ghana,1957,1043.561537
Ghana,1962,1190.041118
Ghana,1967,1125.69716
Ghana,1972,1178.223708
Ghana,1977,993.2239571
Ghana,1982,876.032569
Ghana,1987,847.0061135
Ghana,1992,925.060154
Ghana,1997,1005.245812
Ghana,2002,1111.984578
Ghana,2007,1327.60891
Greece,1952,3530.690067
Greece,1957,4916.299889
Greece,1962,6017.190733
Greece,1967,8513.097016
Greece,1972,12724.82957
Greece,1977,14195.52428
Greece,1982,15268.42089
Greece,1987,16120.52839
Greece,1992,17541.49634
Greece,1997,18747.69814
Greece,2002,22514.2548
Greece,2007,27538.41188
Guatemala,1952,2428.237769
Guatemala,1957,2617.155967
Guatemala,1962,2750.364446
Guatemala,1967,3242.531147
Guatemala,1972,4031.408271
Guatemala,1977,4879.992748
Guatemala,1982,4820.49479
Guatemala,1987,4246.485974
Guatemala,1992,4439.45084
Guatemala,1997,4684.313807
Guatemala,2002,4858.347495
Guatemala,2007,5186.050003
Guinea,1952,510.1964923
Guinea,1957,576.2670245
Guinea,1962,686.3736739
Guinea,1967,708.7595409
Guinea,1972,741.6662307
Guinea,1977,874.6858643
Guinea,1982,857.2503577
Guinea,1987,805.5724718
Guinea,1992,794.3484384
Guinea,1997,869.4497668
Guinea,2002,945.5835837
Guinea,2007,942.6542111
Guinea-Bissau,1952,299.850319
Guinea-Bissau,1957,431.7904566
Guinea-Bissau,1962,522.0343725
Guinea-Bissau,1967,715.5806402
Guinea-Bissau,1972,820.2245876
Guinea-Bissau,1977,764.7259628
Guinea-Bissau,1982,838.1239671
Guinea-Bissau,1987,736.4153921
Guinea-Bissau,1992,745.5398706
Guinea-Bissau,1997,796.6644681
Guinea-Bissau,2002,575.7047176
Guinea-Bissau,2007,579.231743
Haiti,1952,1840.366939
Haiti,1957,1726.887882
Haiti,1962,1796.589032
Haiti,1967,1452.057666
Haiti,1972,1654.456946
Haiti,1977,1874.298931
Haiti,1982,2011.159549
Haiti,1987,1823.015995
Haiti,1992,1456.309517
Haiti,1997,1341.726931
Haiti,2002,1270.364932
Haiti,2007,1201.637154
Honduras,1952,2194.926204
Honduras,1957,2220.487682
Honduras,1962,2291.156835
Honduras,1967,2538.269358
Honduras,1972,2529.842345
Honduras,1977,3203.208066
Honduras,1982,3121.760794
Honduras,1987,3023.096699
Honduras,1992,3081.694603
Honduras,1997,3160.454906
Honduras,2002,3099.72866
Honduras,2007,3548.330846
"Hong Kong, China",1952,3054.421209
"Hong Kong, China",1957,3629.076457
"Hong Kong, China",1962,4692.648272
"Hong Kong, China",1967,6197.962814
"Hong Kong, China",1972,8315.928145
"Hong Kong, China",1977,11186.14125
"Hong Kong, China",1982,14560.53051
"Hong Kong, China",1987,20038.47269
"Hong Kong, China",1992,24757.60301
"Hong Kong, China",1997,28377.63219
"Hong Kong, China",2002,30209.01516
"Hong Kong, China",2007,39724.97867
Hungary,1952,5263.673816
Hungary,1957,6040.180011
Hungary,1962,7550.359877
Hungary,1967,9326.64467
Hungary,1972,10168.65611
Hungary,1977,11674.83737
Hungary,1982,12545.99066
Hungary,1987,12986.47998
Hungary,1992,10535.62855
Hungary,1997,11712.7768
Hungary,2002,14843.93556
Hungary,2007,18008.94444
Iceland,1952,7267.688428
Iceland,1957,9244.001412
Iceland,1962,10350.15906
Iceland,1967,13319.89568
Iceland,1972,15798.06362
Iceland,1977,19654.96247
Iceland,1982,23269.6075
Iceland,1987,26923.20628
Iceland,1992,25144.39201
Iceland,1997,28061.09966
Iceland,2002,31163.20196
Iceland,2007,36180.78919
India,1952,546.5657493
India,1957,590.061996
India,1962,658.3471509
India,1967,700.7706107
India,1972,724.032527
India,1977,813.337323
India,1982,855.7235377
India,1987,976.5126756
India,1992,1164.406809
India,1997,1458.817442
India,2002,1746.769454
India,2007,2452.210407
Indonesia,1952,749.6816546
Indonesia,1957,858.9002707
Indonesia,1962,849.2897701
Indonesia,1967,762.4317721
Indonesia,1972,1111.107907
Indonesia,1977,1382.702056
Indonesia,1982,1516.872988
Indonesia,1987,1748.356961
Indonesia,1992,2383.140898
Indonesia,1997,3119.335603
Indonesia,2002,2873.91287
Indonesia,2007,3540.651564
Iran,1952,3035.326002
Iran,1957,3290.257643
Iran,1962,4187.329802
Iran,1967,5906.731805
Iran,1972,9613.818607
Iran,1977,11888.59508
Iran,1982,7608.334602
Iran,1987,6642.881371
Iran,1992,7235.653188
Iran,1997,8263.590301
Iran,2002,9240.761975
Iran,2007,11605.71449
Iraq,1952,4129.766056
Iraq,1957,6229.333562
Iraq,1962,8341.737815
Iraq,1967,8931.459811
Iraq,1972,9576.037596
Iraq,1977,14688.23507
Iraq,1982,14517.90711
Iraq,1987,11643.57268
Iraq,1992,3745.640687
Iraq,1997,3076.239795
Iraq,2002,4390.717312
Iraq,2007,4471.061906
Ireland,1952,5210.280328
Ireland,1957,5599.077872
Ireland,1962,6631.597314
Ireland,1967,7655.568963
Ireland,1972,9530.772896
Ireland,1977,11150.98113
Ireland,1982,12618.32141
Ireland,1987,13872.86652
Ireland,1992,17558.81555
Ireland,1997,24521.94713
Ireland,2002,34077.04939
Ireland,2007,40675.99635
Israel,1952,4086.522128
Israel,1957,5385.278451
Israel,1962,7105.630706
Israel,1967,8393.741404
Israel,1972,12786.93223
Israel,1977,13306.61921
Israel,1982,15367.0292
Israel,1987,17122.47986
Israel,1992,18051.52254
Israel,1997,20896.60924
Israel,2002,21905.59514
Israel,2007,25523.2771
Italy,1952,4931.404155
Italy,1957,6248.656232
Italy,1962,8243.58234
Italy,1967,10022.40131
Italy,1972,12269.27378
Italy,1977,14255.98475
Italy,1982,16537.4835
Italy,1987,19207.23482
Italy,1992,22013.64486
Italy,1997,24675.02446
Italy,2002,27968.09817
Italy,2007,28569.7197
Jamaica,1952,2898.530881
Jamaica,1957,4756.525781
Jamaica,1962,5246.107524
Jamaica,1967,6124.703451
Jamaica,1972,7433.889293
Jamaica,1977,6650.195573
Jamaica,1982,6068.05135
Jamaica,1987,6351.237495
Jamaica,1992,7404.923685
Jamaica,1997,7121.924704
Jamaica,2002,6994.774861
Jamaica,2007,7320.880262
Japan,1952,3216.956347
Japan,1957,4317.694365
Japan,1962,6576.649461
Japan,1967,9847.788607
Japan,1972,14778.78636
Japan,1977,16610.37701
Japan,1982,19384.10571
Japan,1987,22375.94189
Japan,1992,26824.89511
Japan,1997,28816.58499
Japan,2002,28604.5919
Japan,2007,31656.06806
Jordan,1952,1546.907807
Jordan,1957,1886.080591
Jordan,1962,2348.009158
Jordan,1967,2741.796252
Jordan,1972,2110.856309
Jordan,1977,2852.351568
Jordan,1982,4161.415959
Jordan,1987,4448.679912
Jordan,1992,3431.593647
Jordan,1997,3645.379572
Jordan,2002,3844.917194
Jordan,2007,4519.461171
Kenya,1952,853.540919
Kenya,1957,944.4383152
Kenya,1962,896.9663732
Kenya,1967,1056.736457
Kenya,1972,1222.359968
Kenya,1977,1267.613204
Kenya,1982,1348.225791
Kenya,1987,1361.936856
Kenya,1992,1341.921721
Kenya,1997,1360.485021
Kenya,2002,1287.514732
Kenya,2007,1463.249282
"Korea, Dem. Rep.",1952,1088.277758
"Korea, Dem. Rep.",1957,1571.134655
"Korea, Dem. Rep.",1962,1621.693598
"Korea, Dem. Rep.",1967,2143.540609
"Korea, Dem. Rep.",1972,3701.621503
"Korea, Dem. Rep.",1977,4106.301249
"Korea, Dem. Rep.",1982,4106.525293
"Korea, Dem. Rep.",1987,4106.492315
"Korea, Dem. Rep.",1992,3726.063507
"Korea, Dem. Rep.",1997,1690.756814
"Korea, Dem. Rep.",2002,1646.758151
"Korea, Dem. Rep.",2007,1593.06548
"Korea, Rep.",1952,1030.592226
"Korea, Rep.",1957,1487.593537
"Korea, Rep.",1962,1536.344387
"Korea, Rep.",1967,2029.228142
"Korea, Rep.",1972,3030.87665
"Korea, Rep.",1977,4657.22102
"Korea, Rep.",1982,5622.942464
"Korea, Rep.",1987,8533.088805
"Korea, Rep.",1992,12104.27872
"Korea, Rep.",1997,15993.52796
"Korea, Rep.",2002,19233.98818
"Korea, Rep.",2007,23348.13973
Kuwait,1952,108382.3529
Kuwait,1957,113523.1329
Kuwait,1962,95458.11176
Kuwait,1967,80894.88326
Kuwait,1972,109347.867
Kuwait,1977,59265.47714
Kuwait,1982,31354.03573
Kuwait,1987,28118.42998
Kuwait,1992,34932.91959
Kuwait,1997,40300.619960000004
Kuwait,2002,35110.10566
Kuwait,2007,47306.98978
Lebanon,1952,4834.804067
Lebanon,1957,6089.786934
Lebanon,1962,5714.560611
Lebanon,1967,6006.983042
Lebanon,1972,7486.384341
Lebanon,1977,8659.696836
Lebanon,1982,7640.519521
Lebanon,1987,5377.091329
Lebanon,1992,6890.806854
Lebanon,1997,8754.96385
Lebanon,2002,9313.93883
Lebanon,2007,10461.05868
Lesotho,1952,298.8462121
Lesotho,1957,335.9971151
Lesotho,1962,411.8006266
Lesotho,1967,498.6390265
Lesotho,1972,496.5815922
Lesotho,1977,745.3695408
Lesotho,1982,797.2631074
Lesotho,1987,773.9932141
Lesotho,1992,977.4862725
Lesotho,1997,1186.147994
Lesotho,2002,1275.184575
Lesotho,2007,1569.331442
Liberia,1952,575.5729961
Liberia,1957,620.9699901
Liberia,1962,634.1951625
Liberia,1967,713.6036483
Liberia,1972,803.0054535
Liberia,1977,640.3224383
Liberia,1982,572.1995694
Liberia,1987,506.1138573
Liberia,1992,636.6229191
Liberia,1997,609.17395079999994
Liberia,2002,531.4823679
Liberia,2007,414.5073415
Libya,1952,2387.54806
Libya,1957,3448.284395
Libya,1962,6757.030816
Libya,1967,18772.75169
Libya,1972,21011.49721
Libya,1977,21951.21176
Libya,1982,17364.27538
Libya,1987,11770.5898
Libya,1992,9640.138501
Libya,1997,9467.446056
Libya,2002,9534.677467
Libya,2007,12057.49928
Madagascar,1952,1443.011715
Madagascar,1957,1589.20275
Madagascar,1962,1643.38711
Madagascar,1967,1634.047282
Madagascar,1972,1748.562982
Madagascar,1977,1544.228586
Madagascar,1982,1302.878658
Madagascar,1987,1155.441948
Madagascar,1992,1040.67619
Madagascar,1997,986.2958956
Madagascar,2002,894.6370822
Madagascar,2007,1044.770126
Malawi,1952,369.1650802
Malawi,1957,416.3698064
Malawi,1962,427.9010856
Malawi,1967,495.5147806
Malawi,1972,584.6219709
Malawi,1977,663.2236766
Malawi,1982,632.8039209
Malawi,1987,635.5173634
Malawi,1992,563.2000145
Malawi,1997,692.2758103
Malawi,2002,665.4231186
Malawi,2007,759.3499101
Malaysia,1952,1831.132894
Malaysia,1957,1810.066992
Malaysia,1962,2036.884944
Malaysia,1967,2277.742396
Malaysia,1972,2849.09478
